,year,id,wrkstat,hrs1,hrs2,evwork,occ,prestige,wrkslf,industry,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,spwrksta,sphrs1,sphrs2,spevwork,spocc,sppres,spwrkslf,spind,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc16,papres16,pawrkslf,paind16,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,mawkbaby,mawk16,incom16,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,vote72,pres72,if72who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,spkath,colath,libath,spksoc,colsoc,libsoc,spkcom,colcom,libcom,spkhomo,colhomo,libhomo,cappun,gunlaw,courts,courtsy,wirtap,relig,denom,other,fund,attend,reliten,relig16,denom16,oth16,fund16,sprel,spden,spother,spfund,sprel16,spden16,spoth16,spfund16,prayer,prayery,racmar,racdin,raclive,racclos,racdis,racinteg,rachome,racfew,rachaf,racmost,busing,racpres,happy,hapmar,health,life,satcity,sathobby,satfam,satfrnd,sathealt,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,socrel,socommun,socfrend,socbar,anomia1,anomia2,anomia3,anomia4,anomia5,anomia6,anomia7,anomia8,anomia9,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,govaid,getahead,fehome,fework,fepres,fepol,fepoly,abdefect,abnomore,abhlth,abpoor,abrape,absingle,chldidel,chldmore,chldnum,chldsoon,pill,teenpill,sexeduc,divlaw,premarsx,xmarsex,homosex,fear,burglr,robbry,owngun,pistol,shotgun,rifle,ticket,arrest,phone,coop,comprend,form,memfrat,memserv,memvet,mempolit,memunion,memsport,memyouth,memschl,memhobby,memgreek,memnat,memfarm,memlit,memprof,memchurh,memother,memnum,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,ethnum,vetyears,vetkind,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,isco68,paisco68,spisco68,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,commun,russia,japan,england,canada,brazil,china,israel,egypt,cohort,marcohrt,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,fileversion
1125,1974,1126,1,40.0,,,190.0,56.0,2.0,407.0,1,2600.0,1.0,3,1,46.0,66.0,770.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,245.0,50.0,2.0,448.0,10.0,1.0,3,1,72.0,90.0,6680.0,3,1,,0.0,1,1,,,,1,1,2.0,0.0,63.0,14.0,,,,1.0,,,,1,1,6.0,2,3.0,4,1.0,,,,3.0,1.0,0.0,0.0,0.0,1.0,,1.0,10.0,10.0,2,5,5,15,0.56,7.27,1.45,4.7,7.21,52.5,,,,,,,1.07,4.54,7.5,4.85,7.54,56.3,4.0,1.0,2.0,,3.0,3.0,2.0,1.0,1.0,,,,2.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,,2.0,1.0,1.0,48.0,,3.0,0.0,2.0,1.0,48.0,,3.0,,,,,,,,,,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,1.0,2.0,,2.0,,2.0,2.0,5.0,2,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,3.0,4.0,,,1.0,1.0,1.0,1.0,4.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,7.0,43178.0,43178.0,59102.0,59102.0,11.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,1610.0,2190.0,,60.1,81.4,53.2,77.4,85.7,87.0,,,,,,,3.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,1911.0,,,112,2,1.0,,,0.466,7222.1
1126,1974,1127,7,,,1.0,283.0,29.0,2.0,609.0,1,4760.0,1.0,3,1,31.0,18.0,5380.0,3,1,1,18.0,2.0,3.0,,40.0,,226.0,41.0,2.0,407.0,9240.0,1.0,3,1,51.0,61.0,6080.0,3,1,265.0,47.0,2.0,717.0,4810.0,1.0,3,1,47.0,61.0,6990.0,3,1,,0.0,1,1,,,,1,1,8.0,5.0,42.0,12.0,12.0,15.0,10.0,1.0,1.0,1.0,0.0,2,1,4.0,2,2.0,0,1.0,,,,3.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,5.0,,2,5,5,15,3.95,5.88,7.85,3.14,3.59,30.7,1.98,5.9,7.87,3.81,6.56,45.9,1.86,5.65,8.0,4.21,6.18,49.7,4.0,2.0,,3.0,4.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,,2.0,2.0,1.0,28.0,,2.0,2.0,3.0,1.0,18.0,,1.0,1.0,28.0,,2.0,1.0,48.0,,3.0,,1.0,1.0,3.0,2.0,,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,6.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,3.0,4.0,5.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,4.0,13570.0,,18575.0,,8.0,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,1.0,,6.0,4510.0,4410.0,3600.0,39.7,55.9,30.9,57.8,75.9,54.7,,,,58.1,48.2,79.0,1.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,1932.0,1950.0,,112,2,1.0,,,0.932,7222.1
1127,1974,1128,7,,,1.0,915.0,20.0,2.0,669.0,1,4110.0,1.0,3,1,31.0,16.0,8680.0,3,1,2,18.0,1.0,,,,,,,,,,0.0,1,1,,,,1,1,514.0,39.0,2.0,69.0,8030.0,1.0,3,1,40.0,37.0,2670.0,3,1,,0.0,1,1,,,,1,1,6.0,6.0,71.0,8.0,,,,0.0,,,,2,1,3.0,2,1.0,1,,2.0,,,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2,5,5,15,6.95,6.99,7.93,2.88,2.93,23.5,,,,,,,3.38,8.0,0.55,3.81,6.76,44.1,5.0,2.0,,2.0,6.0,3.0,1.0,,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,5.0,1.0,1.0,5.0,2.0,,4.0,2.0,1.0,1.0,2.0,,,1.0,28.0,,2.0,2.0,2.0,1.0,28.0,,2.0,,,,,,,,,2.0,,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,3.0,2.0,5.0,2.0,3.0,6,5.0,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,,3.0,7.0,2.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,,,,8.0,2.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,5320.0,7940.0,,19.6,44.0,5.0,38.3,33.9,46.9,,,,,,,1.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,6.0,1903.0,1921.0,,112,2,1.0,,,0.932,7222.1
1128,1974,1129,1,55.0,,,216.0,38.0,2.0,649.0,1,410.0,1.0,3,1,41.0,44.0,7070.0,3,1,1,19.0,1.0,1.0,44.0,,,441.0,45.0,2.0,69.0,7700.0,1.0,3,1,50.0,62.0,2670.0,3,1,441.0,45.0,2.0,69.0,7700.0,1.0,3,1,50.0,62.0,2670.0,3,1,,0.0,1,1,,,,1,1,4.0,2.0,37.0,13.0,8.0,12.0,12.0,1.0,0.0,1.0,1.0,2,1,3.0,2,1.0,1,,2.0,,,3.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,10.0,4.0,2,5,5,15,1.44,5.43,7.51,3.82,6.39,41.5,1.15,4.0,4.18,4.1,7.45,43.4,1.15,4.0,4.18,4.1,7.45,43.4,5.0,1.0,2.0,,4.0,2.0,,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,,2.0,1.0,48.0,,3.0,5.0,1.0,1.0,38.0,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,,2.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,6.0,3.0,3,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,7.0,5.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,7.0,43178.0,11103.0,59102.0,15198.0,8.0,2.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2190.0,7000.0,7000.0,54.6,68.6,54.9,46.5,42.0,59.9,,,,46.5,42.0,59.9,1.0,7.0,3.0,1.0,5.0,4.0,7.0,1.0,5.0,1937.0,1956.0,,112,2,1.0,,,0.932,7222.1
1129,1974,1130,1,48.0,,,283.0,29.0,2.0,667.0,1,4760.0,1.0,3,1,31.0,18.0,4770.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,245.0,50.0,1.0,629.0,10.0,1.0,3,1,72.0,90.0,4470.0,3,1,,0.0,1,1,,,,1,1,1.0,0.0,24.0,16.0,12.0,12.0,,3.0,1.0,1.0,,1,1,5.0,2,1.0,1,,1.0,2.0,2.0,4.0,4.0,0.0,0.0,1.0,3.0,0.0,2.0,12.0,5.0,2,5,3,27,3.95,5.88,7.85,3.14,3.59,30.7,,,,,,,1.53,6.09,7.83,3.86,6.47,39.6,2.0,1.0,1.0,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,,2.0,2.0,,,2.0,7.0,1.0,2.0,,,2.0,,,,,,,,,2.0,,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,1.0,1.0,3.0,2.0,3.0,2,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,,2.0,,2.0,2.0,3.0,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,8.0,94738.0,13570.0,107052.0,18575.0,15.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,4510.0,2190.0,,39.7,55.9,30.9,77.4,85.7,87.0,,,,,,,2.0,1.0,1.0,2.0,3.0,4.0,2.0,0.0,6.0,1950.0,,,112,2,1.0,,,1.3979,7222.1
1130,1974,1131,1,60.0,,,31.0,76.0,1.0,849.0,1,2100.0,1.0,3,1,69.0,89.0,7270.0,3,1,1,21.0,2.0,7.0,,,1.0,1.0,57.0,2.0,628.0,800.0,1.0,3,1,60.0,85.0,4970.0,3,1,245.0,50.0,1.0,67.0,205.0,1.0,3,1,46.0,58.0,770.0,3,1,,0.0,1,1,,,,1,1,3.0,3.0,35.0,19.0,5.0,5.0,12.0,4.0,0.0,0.0,1.0,1,1,6.0,2,2.0,1,,1.0,1.0,1.0,3.0,6.0,2.0,1.0,0.0,3.0,0.0,1.0,12.0,12.0,2,5,3,27,1.05,0.54,8.0,5.92,7.92,76.4,1.42,7.69,7.98,4.76,7.29,60.6,1.97,5.59,7.18,4.37,6.61,48.3,2.0,2.0,,2.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,1.0,,1.0,2.0,2.0,,,2.0,7.0,1.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,2,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,4.0,1.0,1.0,4.0,2.0,,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,8.0,94738.0,96450.0,107052.0,108224.0,15.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1210.0,2190.0,1100.0,91.1,99.4,91.5,39.9,45.2,40.3,,,,76.3,93.7,72.3,3.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,7.0,1939.0,1960.0,,112,2,1.0,,,1.3979,7222.1
1131,1974,1132,1,55.0,,,113.0,78.0,2.0,858.0,1,2200.0,1.0,3,1,74.0,94.0,7870.0,3,1,1,25.0,2.0,7.0,,,1.0,372.0,46.0,2.0,339.0,5700.0,1.0,3,1,47.0,55.0,6480.0,3,1,245.0,50.0,2.0,69.0,5700.0,1.0,3,1,47.0,55.0,2670.0,3,1,,0.0,1,1,,,,1,1,6.0,3.0,43.0,20.0,16.0,12.0,16.0,4.0,3.0,1.0,3.0,1,1,5.0,2,2.0,1,,2.0,,,5.0,5.0,0.0,1.0,2.0,2.0,0.0,1.0,12.0,12.0,2,5,3,27,1.97,2.49,8.0,5.66,7.62,75.3,2.98,6.03,7.98,4.0,5.98,47.7,1.21,3.95,7.41,4.94,7.32,60.1,5.0,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,,2.0,2.0,1.0,48.0,,3.0,5.0,1.0,1.0,60.0,80.0,3.0,1.0,48.0,,3.0,1.0,50.0,,3.0,,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,3.0,8.0,94738.0,96450.0,107052.0,108224.0,8.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1310.0,2190.0,3211.0,84.5,99.1,72.2,38.8,57.6,27.8,,,,38.8,57.6,27.8,3.0,4.0,1.0,1.0,0.0,2.0,5.0,3.0,3.0,1931.0,1956.0,,112,2,1.0,,,0.932,7222.1
1132,1974,1133,6,,,1.0,914.0,15.0,2.0,669.0,1,4110.0,1.0,3,1,31.0,16.0,8680.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,31.0,76.0,2.0,849.0,2100.0,1.0,3,1,69.0,89.0,7270.0,3,1,,0.0,1,1,,,,1,1,8.0,0.0,19.0,12.0,16.0,14.0,,1.0,4.0,1.0,,2,1,5.0,2,1.0,3,1.0,2.0,,,4.0,4.0,0.0,0.0,1.0,3.0,0.0,3.0,12.0,1.0,2,5,3,27,6.63,7.03,7.81,2.21,2.99,14.6,,,,,,,1.05,0.54,8.0,5.92,7.92,76.4,4.0,2.0,,2.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,,2.0,2.0,,,2.0,4.0,2.0,4.0,,,3.0,,,,,,,,,1.0,,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,2.0,1.0,2.0,,2.0,3.0,6.0,6.0,6.0,2,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,3.0,4.0,5.0,1.0,2.0,4.0,2.0,2.0,4.0,,,,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,8.0,94738.0,1234.0,107052.0,1689.0,11.0,1.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,5322.0,1210.0,,19.6,44.0,5.0,91.1,99.4,91.5,,,,,,,1.0,5.0,2.0,1.0,2.0,0.0,5.0,3.0,3.0,1955.0,,,112,2,1.0,,,1.3979,7222.1
1133,1974,1134,7,,,1.0,56.0,56.0,2.0,927.0,1,630.0,1.0,3,1,47.0,59.0,7580.0,3,1,1,24.0,2.0,1.0,70.0,,,211.0,52.0,1.0,798.0,4465.0,1.0,3,1,49.0,65.0,9080.0,3,1,62.0,74.0,1.0,829.0,3010.0,1.0,3,1,72.0,94.0,7980.0,3,1,,0.0,1,1,,,,1,1,3.0,2.0,31.0,16.0,16.0,12.0,16.0,3.0,4.0,1.0,3.0,2,2,4.0,2,3.0,1,,1.0,2.0,1.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,1.0,9.0,,2,5,3,27,1.42,3.83,8.0,4.86,6.61,58.3,1.27,6.05,8.0,4.86,6.82,54.2,1.03,0.42,7.62,5.93,7.93,76.7,2.0,1.0,4.0,,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,,2.0,2.0,1.0,70.0,,2.0,1.0,2.0,1.0,28.0,,2.0,1.0,48.0,,3.0,1.0,48.0,,3.0,,3.0,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,7.0,5.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,3.0,5.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,2.0,,1.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,6.0,30841.0,,42215.0,,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1930.0,630.0,5920.0,65.3,82.4,65.0,92.1,99.7,92.7,,,,66.1,88.3,57.1,3.0,2.0,2.0,1.0,0.0,5.0,5.0,2.0,2.0,1943.0,1967.0,,112,2,1.0,,,0.932,7222.1
1134,1974,1135,4,,,,473.0,37.0,2.0,648.0,1,7200.0,1.0,3,1,45.0,50.0,5090.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,424.0,39.0,2.0,67.0,6320.0,1.0,3,1,42.0,45.0,770.0,3,1,,0.0,1,1,,,,1,1,3.0,0.0,22.0,11.0,12.0,8.0,,0.0,1.0,0.0,,1,1,6.0,2,1.0,1,,2.0,,,3.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,,,2,1,1,520,2.35,7.86,1.41,3.79,6.66,36.6,,,,,,,6.89,8.0,2.91,2.84,4.56,31.8,,2.0,,3.0,4.0,3.0,1.0,1.0,,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,5.0,2.0,1.0,5.0,2.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,,2.0,1.0,50.0,,3.0,0.0,2.0,1.0,50.0,,3.0,,,,,,,,,,,1.0,1.0,2.0,,,,2.0,2.0,1.0,,2.0,2.0,3.0,,2.0,2.0,7.0,1.0,5.0,2,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,7.0,3.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,,,,,1.0,1.0,3.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,,1.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,,,,23.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,8430.0,9730.0,,31.2,29.5,33.0,31.0,19.2,44.2,,,,,,,2.0,9.0,2.0,2.0,0.0,5.0,9.0,9.0,4.0,1952.0,,,114,2,1.0,,,1.3979,7222.1
